NOME;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT
WALLACY CARDOSO SILVA;2022-05-17;;;EM FUNCIONAMENTO NORMAL;2022-05-17
WALLYSON BRUNO SOARES CÓLEM;2020-01-10;2020-06-02;CANCELAMENTO A PEDIDO;CANCELADA;2020-06-03
WALMIR DE ASSIS MARQUES;2021-09-09;;;EM FUNCIONAMENTO NORMAL;2021-09-09
WALMIR SANTANA RAMOS JUNIOR;2019-04-01;2021-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-01
WALNEA BUENO DE OLIVEIRA DA SILVA;2011-01-19;2012-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-28
WALTER AUGUSTO DOS SANTOS BORGES TEIXEIRA;2022-05-13;;;EM FUNCIONAMENTO NORMAL;2022-05-13
WALTER AVANSO;2012-02-15;;;EM FUNCIONAMENTO NORMAL;2021-10-01
WALTER BALDAN NETO;2011-06-29;;;EM FUNCIONAMENTO NORMAL;2015-10-29
WALTER CARDOSO DA SILVEIRA FILHO;2010-05-18;;;EM FUNCIONAMENTO NORMAL;2010-05-18
WALTER CHICCA MORRONE;2021-11-24;;;EM FUNCIONAMENTO NORMAL;2021-11-24
WALTER COELHO DA COSTA;2011-10-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WALTER DANIEL CARDOSO DE FREITAS DA SILVA;2020-11-24;2021-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-19
WALTER DE OLIVEIRA MACEDO;2009-04-09;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
Walter De Oliveira Silva;2014-10-13;;;EM FUNCIONAMENTO NORMAL;2014-10-13
WALTER DE TOLEDO ALVES;2012-11-19;2020-08-19;CANCELAMENTO A PEDIDO;CANCELADA;2020-08-20
WALTER DE TOLEDO ALVES;2021-10-05;;;EM FUNCIONAMENTO NORMAL;2021-10-05
WALTER DELAZARO FILHO;2019-07-24;;;EM FUNCIONAMENTO NORMAL;2019-07-24
WALTER FERNANDO DA SILVA ARAUZ;2009-04-07;2015-06-08;CANCELAMENTO A PEDIDO;CANCELADA;2015-06-08
WALTER FOGOLIN FILHO;2019-01-21;;;EM FUNCIONAMENTO NORMAL;2019-01-21
WALTER FRANCESCO CORCIONE;2001-10-16;2016-07-12;CANCELAMENTO A PEDIDO;CANCELADA;2016-07-13
WALTER FRANCISCO ROCHA NASCIMENTO;2020-11-30;;;EM FUNCIONAMENTO NORMAL;2020-11-30
WALTER GOMES MOREIRA NETO;2010-06-02;2018-05-30;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-31
WALTER JOSÉ ESPINDOLA FILHO;2020-01-20;;;EM FUNCIONAMENTO NORMAL;2020-01-20
WALTER JOSÉ PITMAN MACHADO DA SILVA;2022-05-24;;;EM FUNCIONAMENTO NORMAL;2022-05-24
WALTER JOSE SAMPAIO GAZIRE;2008-03-17;;;EM FUNCIONAMENTO NORMAL;2008-03-17
WALTER KATZ NETO;2010-03-02;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WALTER LIMA LEDESMA JUNIOR;2021-05-18;;;EM FUNCIONAMENTO NORMAL;2021-05-18
WALTER MARTINS FERREIRA III;2014-11-13;;;EM FUNCIONAMENTO NORMAL;2014-11-13
WALTER MINUTTI SANTALUCIA JUNIOR;2018-07-20;;;EM FUNCIONAMENTO NORMAL;2018-07-20
WALTER PEREIRA TORRES NETO;2009-10-30;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WALTER ROBERTO PEREIRA PINTO;2007-08-01;2016-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-01
WALTER ROSEIRO COUTINHO JUNIOR;2008-07-17;;;EM FUNCIONAMENTO NORMAL;2008-07-17
WALTER SHIN FUJINAKA JUNIOR;2019-12-06;;;EM FUNCIONAMENTO NORMAL;2019-12-06
WALTER SIDNEY CAOBIANCO;2004-01-14;;;EM FUNCIONAMENTO NORMAL;2004-01-14
WALTER SIGNORINI JUNIOR;2011-10-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WALTER SILVA JUNIOR;2006-11-22;2010-09-01;CANCELAMENTO A PEDIDO;CANCELADA;2010-09-01
WALTER TRAJANO DE SÁ NETO;2016-10-01;2018-11-19;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-20
WALTER TURAZI PERON;2020-02-21;2021-08-17;CANCELAMENTO A PEDIDO;CANCELADA;2021-08-18
WALTER VIDAL DE MORAIS JUNIOR;2012-10-03;2016-05-16;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-17
WALTER VINICIUS MORENO DE SOUZA;2002-10-10;2017-03-13;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-14
WALTER WATANABE FILHO;2009-01-07;2016-12-27;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-28
WALTER YERVANT PAPAZYAN;2007-01-31;2013-09-27;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-27
WANDA FERNANDES COSTA CALDEIRA;2020-07-01;;;EM FUNCIONAMENTO NORMAL;2020-07-01
WANDER ANDRÉ VIANA;2018-04-02;2018-09-13;CANCELAMENTO A PEDIDO;CANCELADA;2018-09-14
WANDER DA PENHA CRUZ;2021-11-24;;;EM FUNCIONAMENTO NORMAL;2021-11-24
WANDER OKADA;2020-01-10;;;EM FUNCIONAMENTO NORMAL;2020-01-10
WANDER SOARES DE MELO;2009-08-28;2012-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-28
WANDERLEY BATISTA DE OLIVEIRA JUNIOR;2016-07-04;;;EM FUNCIONAMENTO NORMAL;2016-07-04
WANDERLEY DIAS BERTOLUCCI;2010-01-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WANDERLEY HUMBERTO GUARDA;2010-05-18;2021-03-25;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-26
WANDERLEY VENZO;2019-09-24;;;EM FUNCIONAMENTO NORMAL;2019-09-24
WANDERLI JOSE VITAL DE SOUZA;2020-10-08;2021-06-14;CANCELAMENTO A PEDIDO;CANCELADA;2021-06-15
WANDERSON ADRIANO GOMES;2010-06-23;2013-03-28;CANCELAMENTO A PEDIDO;CANCELADA;2013-03-28
WANDERSON DA SILVA BELISARIO FERNANDES;2021-10-15;;;EM FUNCIONAMENTO NORMAL;2021-10-15
WANDERSON DA SILVA TEIXEIRA;2009-03-03;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01
WANDERSON DE MATTOS SANJAD;2004-07-05;2016-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2016-10-01
WANDERSON GOMES DOS SANTOS;2022-05-13;;;EM FUNCIONAMENTO NORMAL;2022-05-13
WANDERSON KLEBER MARTINS BARBOSA;2021-07-01;;;EM FUNCIONAMENTO NORMAL;2021-07-01
WANESSA CAROLINA DOS SANTOS;2019-07-01;;;EM FUNCIONAMENTO NORMAL;2019-07-01
WANESSA CLÍCIA DE OLIVEIRA SILVA;2020-12-03;;;EM FUNCIONAMENTO NORMAL;2020-12-03
WANESSA DE CASSIA JACINTHO;2013-02-26;;;EM FUNCIONAMENTO NORMAL;2013-02-26
WANESSA MARIANO CABRAL DE CARVALHO;2021-08-26;;;EM FUNCIONAMENTO NORMAL;2021-08-26
WANESSA VIEIRA CARMO SILVA;2020-07-01;2021-09-03;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-04
WANESSA VIEIRA GUIMARAES;2017-02-14;;;EM FUNCIONAMENTO NORMAL;2017-02-14
WANG KWANSENG;2021-10-01;;;EM FUNCIONAMENTO NORMAL;2021-10-01
WÂNIA PAIXÃO;2006-04-03;;;EM FUNCIONAMENTO NORMAL;2006-04-03
WANIA TESTTE;2019-07-16;;;EM FUNCIONAMENTO NORMAL;2019-07-16
WÂNIO GOULART BARRETO BOSSLE JUNIOR;2022-06-17;;;EM FUNCIONAMENTO NORMAL;2022-06-17
WANTUILDES VILELA DE ARAUJO;2020-01-23;2020-09-27;CANCELAMENTO A PEDIDO;CANCELADA;2020-09-28
WASHINGTON ALVINO DOS SANTOS;2021-06-07;;;EM FUNCIONAMENTO NORMAL;2021-06-07
WASHINGTON EUGENIO VIDIGAL;2021-10-21;;;EM FUNCIONAMENTO NORMAL;2021-10-21
WASHINGTON JORGE DE SOUZA;2020-11-18;2021-08-10;CANCELAMENTO A PEDIDO;CANCELADA;2021-08-11
WASHINGTON LUIS ALMEIDA DINIZ;2018-08-28;;;EM FUNCIONAMENTO NORMAL;2018-08-28
WASHINGTON LUIS ATOUGUIA DE ABREU;2020-09-04;;;EM FUNCIONAMENTO NORMAL;2020-09-04
WASHINGTON LUIZ BUENO DE CAMARGO JUNIOR;2007-08-22;2018-01-18;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-19
WASHINGTON MAURICIO DA SILVA;2002-01-22;;;EM FUNCIONAMENTO NORMAL;2002-01-22
WASHINGTON VINICIUS DE SOUZA AGUIAR;2022-01-13;;;EM FUNCIONAMENTO NORMAL;2022-01-13
WAYNE GARCIA MOREIRA;2002-02-18;2018-08-08;CANCELAMENTO A PEDIDO;CANCELADA;2018-08-09
WEAKER BATISTA NETO;2009-08-26;;;EM FUNCIONAMENTO NORMAL;2020-04-26
WEBER GUIMARAES FOGAGNOLI;2008-01-23;2015-12-09;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-10
WEBERSON LUIS RAYMUNDO;2011-07-14;2013-01-24;CANCELAMENTO A PEDIDO;CANCELADA;2013-01-24
WEIBO HUNG;2020-07-03;;;EM FUNCIONAMENTO NORMAL;2020-07-03
WEIDY DIEGO WAKI;2008-10-01;;;EM FUNCIONAMENTO NORMAL;2008-10-01
WEKSLEI CORDEIRO GOMES;2019-08-14;;;EM FUNCIONAMENTO NORMAL;2019-08-14
WELBER MATTOS SATURNINI DE OLIVEIRA;2021-01-26;;;EM FUNCIONAMENTO NORMAL;2021-01-26
WELDO KOTANI YONG;2008-11-04;2019-01-21;CANCELAMENTO A PEDIDO;CANCELADA;2019-01-22
WELERSON RICARDO BOLIS;2020-07-01;;;EM FUNCIONAMENTO NORMAL;2020-07-01
WELINGTON JOSÉ DE SOUZA FILHO;2020-07-21;;;EM FUNCIONAMENTO NORMAL;2020-07-21
WELINGTON PORTUGAL DOS SANTOS;2020-11-13;2021-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-10-01
WELINTON BALDERRAMA DOS REIS;2007-09-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WÉLLIDA ARAÚJO ROBERTO DE CARVALHO;2022-06-07;;;EM FUNCIONAMENTO NORMAL;2022-06-07
WELLIGTON FERREIRA PINHO;2012-05-16;2014-03-07;CANCELAMENTO A PEDIDO;CANCELADA;2014-03-07
WELLINGSON PEREIRA COIMBRA GOMES;2022-08-05;;;EM FUNCIONAMENTO NORMAL;2022-08-05
WELLINGTON ADRIANO;2016-09-05;2016-12-27;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-28
WELLINGTON ALVES FILHO;2021-02-19;;;EM FUNCIONAMENTO NORMAL;2021-02-19
WELLINGTON ALVES LUNA;2022-01-20;;;EM FUNCIONAMENTO NORMAL;2022-01-20
WELLINGTON ANTONIO DRUMOND DA SILVA;2002-03-01;2012-06-29;CANCELAMENTO A PEDIDO;CANCELADA;2012-06-29
WELLINGTON ANTONIO SILVEIRA CAMPOS;2020-11-20;2021-03-17;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-18
WELLINGTON BUQUE DAMIAO;2013-01-23;2014-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-30
WELLINGTON CAMPOS;2020-01-15;;;EM FUNCIONAMENTO NORMAL;2020-01-15
WELLINGTON CARDOSO NOGUEIRA;2021-09-08;;;EM FUNCIONAMENTO NORMAL;2021-09-08
WELLINGTON DA SILVA COELHO;2018-10-31;;;EM FUNCIONAMENTO NORMAL;2018-10-31
WELLINGTON DA SILVA LIMA NOGUEIRA;2019-11-29;2020-03-25;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-26
WELLINGTON DE ALBUQUERQUE FERREIRA;2021-05-05;;;EM FUNCIONAMENTO NORMAL;2021-05-05
WELLINGTON DIAS DE ARAUJO;2019-04-01;2021-03-12;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-13
WELLINGTON DOS SANTOS ALVES;2011-12-13;;;EM FUNCIONAMENTO NORMAL;2011-12-13
WELLINGTON FELIPE BARBOSA NUNES;2020-01-08;;;EM FUNCIONAMENTO NORMAL;2020-01-08
WELLINGTON FERREIRA DE CASTRO JUNIOR;2007-10-31;;;EM FUNCIONAMENTO NORMAL;2007-10-31
WELLINGTON FERREIRA DO NASCIMENTO JÚNIOR;2022-04-06;;;EM FUNCIONAMENTO NORMAL;2022-04-06
WELLINGTON FRANCO DE OLIVEIRA JUNIOR;2002-10-10;2012-05-31;CANCELAMENTO A PEDIDO;CANCELADA;2012-05-31
WELLINGTON FREITAS PEREIRA;2022-04-19;;;EM FUNCIONAMENTO NORMAL;2022-04-19
WELLINGTON FURTADO SANTOS;2009-10-19;2011-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2011-12-19
WELLINGTON GONÇALVES LOPES;2007-01-23;2015-05-27;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-27
WELLINGTON JEAN FRANCISCO DOS SANTOS;2022-05-20;;;EM FUNCIONAMENTO NORMAL;2022-05-20
WELLINGTON MAIRESSE DE MATTOS;2021-11-03;;;EM FUNCIONAMENTO NORMAL;2021-11-03
WELLINGTON MARQUES MOTA;2010-07-08;2011-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2011-12-19
WELLINGTON NASCIMENTO GUSMÃO;2021-07-07;;;EM FUNCIONAMENTO NORMAL;2021-07-07
WELLINGTON NUNES PASSOS JUNIOR;2021-10-29;;;EM FUNCIONAMENTO NORMAL;2021-10-29
WELLINGTON SALVADOR DE ANDRADE;2020-10-22;;;EM FUNCIONAMENTO NORMAL;2020-10-22
WELLINGTON SANTANA DE SOUSA;2021-08-19;2022-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-19
WELLINGTON SANTANA DE SOUSA;2019-10-16;2021-03-11;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-12
WELLINGTON TEIXEIRA DE ANDRADE;2018-08-28;2019-07-08;CANCELAMENTO A PEDIDO;CANCELADA;2019-07-09
WELLINGTON UTUARI LACERDA;2008-12-03;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WELLINTON THIAGO DEPAOLI;2022-02-14;;;EM FUNCIONAMENTO NORMAL;2022-02-14
WELLYNGTON CARIBÉ MANERICH DE SOUZA;2021-09-01;2021-11-04;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-05
WELSON UTUARI DE LACERDA;2006-08-31;;;EM FUNCIONAMENTO NORMAL;2006-08-31
WELTON FURLANETO;2019-08-26;;;EM FUNCIONAMENTO NORMAL;2019-08-26
WELTON GARCIA AZEVEDO;2019-06-13;;;EM FUNCIONAMENTO NORMAL;2019-06-13
WELTON JULIO GUEIROS VILAR;2014-05-12;2019-02-25;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-26
WEMERSON DOS SANTOS QUEIROZ;2021-10-07;;;EM FUNCIONAMENTO NORMAL;2021-10-07
WENDEL CASSIANO;2018-03-07;;;EM FUNCIONAMENTO NORMAL;2018-03-07
WENDEL CHRISTOFER VIANA LIMA;2018-10-03;2020-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2020-09-29
WENDEL GIOVANI BEM DA SILVA;2022-01-28;;;EM FUNCIONAMENTO NORMAL;2022-01-28
WENDEL LOPES MENDES;2021-04-08;;;EM FUNCIONAMENTO NORMAL;2021-04-08
WENDEL MARQUES GONÇALVES;2021-05-14;;;EM FUNCIONAMENTO NORMAL;2021-05-14
WENDELL DE MEDEIROS ROCHA;2018-04-12;;;EM FUNCIONAMENTO NORMAL;2018-04-12
WENDELL DE OLIVEIRA MOTA;2022-03-31;;;EM FUNCIONAMENTO NORMAL;2022-03-31
WENDELL NUNES DA SILVA;2022-07-21;;;EM FUNCIONAMENTO NORMAL;2022-07-21
WENDELL THADEU LASAKOSWITSCK CAVALHEIRO;2020-10-01;2021-09-14;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-15
WENDER CARDOSO DA SILVA;2022-05-31;;;EM FUNCIONAMENTO NORMAL;2022-05-31
WENDER CUNHA DE PAULA;2008-07-25;2012-06-29;CANCELAMENTO A PEDIDO;CANCELADA;2012-06-29
WENDER DOS SANTOS VITAL;2010-12-01;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WENDREL COIMBRA MARTINS;2021-05-13;;;EM FUNCIONAMENTO NORMAL;2021-05-13
WENWEI CHEN;2020-10-28;2021-07-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-31
WERESON BRUNO DE PAULA FONTES;2011-03-30;2015-05-25;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-25
WERNER AUGUSTO SCHMIDT;2012-01-10;2013-06-28;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-28
WERNER FRANZIN PASTOR STRIPECKE;2019-10-21;;;EM FUNCIONAMENTO NORMAL;2019-10-21
WERNER JOHNSON FETTER;2011-03-02;;;EM FUNCIONAMENTO NORMAL;2011-03-02
WERUSKA AMORIM DA SILVA;2004-11-10;2012-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-28
WESLEI PEREIRA RODRIGUES;2012-03-14;2018-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-21
WESLEY ALVES DA SILVA;2021-01-07;;;EM FUNCIONAMENTO NORMAL;2021-01-07
WESLEY APARECIDO RIBEIRO;2020-10-20;;;EM FUNCIONAMENTO NORMAL;2020-10-20
WESLEY AUGUSTO MARQUES;2021-06-02;;;EM FUNCIONAMENTO NORMAL;2021-06-02
WESLEY BAHIA DOS SANTOS;2021-10-05;;;EM FUNCIONAMENTO NORMAL;2021-10-05
WESLEY CARVALHO SILVA;2018-05-18;2018-09-03;CANCELAMENTO A PEDIDO;CANCELADA;2018-09-04
WESLEY DA ROSA SERGIO;2019-01-08;;;EM FUNCIONAMENTO NORMAL;2019-01-08
WESLEY DA SILVA FEITOSA;2022-04-07;;;EM FUNCIONAMENTO NORMAL;2022-04-07
WESLEY DE ALMEIDA REIS;2012-07-03;2013-06-28;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-28
WESLEY DE LIMA CAMARGOS;2019-01-16;;;EM FUNCIONAMENTO NORMAL;2019-01-16
WESLEY DE OLIVEIRA MOREIRA;2022-03-09;;;EM FUNCIONAMENTO NORMAL;2022-03-09
WESLEY DOS REIS FERREIRA GUEDES;2021-04-07;;;EM FUNCIONAMENTO NORMAL;2021-04-07
WESLEY FABRICIO FRANZOLIN;2021-10-01;;;EM FUNCIONAMENTO NORMAL;2021-10-01
WESLEY FALCUCI SILVA;2022-06-13;;;EM FUNCIONAMENTO NORMAL;2022-06-13
WESLEY FELIPI ZANUTTO;2012-02-29;2013-08-26;CANCELAMENTO A PEDIDO;CANCELADA;2013-08-26
WESLEY FERREIRA DA COSTA;2021-04-19;;;EM FUNCIONAMENTO NORMAL;2021-04-19
WESLEY GALINSKI;2021-08-10;;;EM FUNCIONAMENTO NORMAL;2021-08-10
WESLEY HENRIQUE DA SILVA;2021-07-01;;;EM FUNCIONAMENTO NORMAL;2021-07-01
WESLEY HENRIQUE QUINALIA FRANCISCO;2022-04-07;;;EM FUNCIONAMENTO NORMAL;2022-04-07
WESLEY HERMOSO DA SILVEIRA;2020-04-08;;;EM FUNCIONAMENTO NORMAL;2020-04-08
WESLEY MARQUES DA SILVA;2010-05-20;2021-08-02;CANCELAMENTO A PEDIDO;CANCELADA;2021-08-03
WESLEY PAIVA LIMA;2021-10-04;;;EM FUNCIONAMENTO NORMAL;2021-10-04
WESLEY PAULO ALVES MONTEIRO;2016-11-23;2019-04-22;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-23
WESLEY PAULO GOMES;2022-06-20;;;EM FUNCIONAMENTO NORMAL;2022-06-20
WESLEY PEREIRA DA CRUZ;2022-05-06;;;EM FUNCIONAMENTO NORMAL;2022-05-06
WESLEY RENATO COSTA PENA;2019-04-12;2020-03-04;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-05
WESLEY REZENDE DA SILVA;2020-04-20;;;EM FUNCIONAMENTO NORMAL;2020-04-20
WESLEY RODRIGO DO NASCIMENTO;2021-01-26;;;EM FUNCIONAMENTO NORMAL;2021-01-26
WESLEY RODRIGUES SANTOS;2021-03-26;;;EM FUNCIONAMENTO NORMAL;2021-03-26
WESLEY SALVIATO RASSELE;2021-11-16;;;EM FUNCIONAMENTO NORMAL;2021-11-16
WESLEY SERRA CAMPOS;2021-10-05;;;EM FUNCIONAMENTO NORMAL;2021-10-05
WESLEY SESSA GONCALVES;2020-10-09;;;EM FUNCIONAMENTO NORMAL;2020-10-09
WESLEY TOSTA BRAGA;2021-08-10;;;EM FUNCIONAMENTO NORMAL;2021-08-10
WESLEY VIEIRA GONÇALVES;2020-10-20;2021-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-10-01
WESLLAINE MARIELLEN MADUREIRA BARACAT;2019-10-01;;;EM FUNCIONAMENTO NORMAL;2019-10-01
WESLLEY ALVES MELLO;2018-11-28;;;EM FUNCIONAMENTO NORMAL;2018-11-28
WESLLEY DOS SANTOS;2020-11-17;;;EM FUNCIONAMENTO NORMAL;2020-11-17
WESLLEY MICHELETTI SILVA;2018-07-02;2019-05-24;CANCELAMENTO A PEDIDO;CANCELADA;2019-05-25
WESLLEY RIBEIRO FELIX;2021-02-09;;;EM FUNCIONAMENTO NORMAL;2021-02-09
WEVERSON FERREIRA MORAES;2018-10-01;;;EM FUNCIONAMENTO NORMAL;2018-10-01
WEVERTON MARCULINO SANTOS;2020-07-31;;;EM FUNCIONAMENTO NORMAL;2020-07-31
WEVERTON WILLIAM MAZINI;2019-04-29;2020-05-26;CANCELAMENTO A PEDIDO;CANCELADA;2020-05-27
WHALLISSON AMARILDO DA SILVA XAVIER;2017-05-02;;;EM FUNCIONAMENTO NORMAL;2017-05-02
WHITNEY MACHAEL MIRANDA MARTINEZ;2020-03-09;;;EM FUNCIONAMENTO NORMAL;2020-03-09
WHUENDERSON SMANIOTTO ULLRICH;2020-04-01;;;EM FUNCIONAMENTO NORMAL;2020-04-01
WIANY ALVES MOREIRA;2018-11-23;;;EM FUNCIONAMENTO NORMAL;2018-11-23
WILDEN DE ARAUJO SILVA JUNIOR;2012-08-02;;;EM FUNCIONAMENTO NORMAL;2012-08-02
WILIAM LIMA CHAVES;2021-01-04;;;EM FUNCIONAMENTO NORMAL;2021-01-04
WILIAN DE SOUZA NETO;2021-02-10;;;EM FUNCIONAMENTO NORMAL;2021-02-10
WILKER DE OLIVEIRA PANIAGO;2021-06-08;2021-12-07;CANCELAMENTO A PEDIDO;CANCELADA;2021-12-08
WILKER RESENDE RIBEIRO;2020-06-04;;;EM FUNCIONAMENTO NORMAL;2020-06-04
WILKER ROBERT CORUMBA BRAGA;2022-02-18;;;EM FUNCIONAMENTO NORMAL;2022-02-18
WILKER TORRES DE ARAUJO;2022-05-03;;;EM FUNCIONAMENTO NORMAL;2022-05-03
WILLER DE SOUZA VEIGA;2009-06-12;;;EM FUNCIONAMENTO NORMAL;2009-06-12
WILLIAM ALBERTO LEONEL FERREIRA;2022-04-25;;;EM FUNCIONAMENTO NORMAL;2022-04-25
WILLIAM ALVES DOS SANTOS;2021-01-26;;;EM FUNCIONAMENTO NORMAL;2021-01-26
WILLIAM ANDRADE BATISTA;2019-04-17;;;EM FUNCIONAMENTO NORMAL;2019-04-17
WILLIAM BORGES DA SILVA;2022-03-29;;;EM FUNCIONAMENTO NORMAL;2022-03-29
WILLIAM CANDIDO DOS SANTOS;2006-10-27;;;EM FUNCIONAMENTO NORMAL;2006-10-27
WILLIAM CARLOS SCHMITT;2022-04-07;;;EM FUNCIONAMENTO NORMAL;2022-04-07
WILLIAM CARLOS WELSCH;2018-11-22;;;EM FUNCIONAMENTO NORMAL;2018-11-22
WILLIAM CASARIM GASPAROTO;2021-05-21;;;EM FUNCIONAMENTO NORMAL;2021-05-21
WILLIAM CELSO SCARPARO;2002-08-29;2016-11-28;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-29
WILLIAM COLOMBO RABELLO;2022-04-06;;;EM FUNCIONAMENTO NORMAL;2022-04-06
WILLIAM DA SILVA VOLPATO;2021-07-01;2022-07-11;CANCELAMENTO A PEDIDO;CANCELADA;2022-07-12
WILLIAM DE OLIVEIRA RUBINHO;2019-11-05;2020-03-29;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-30
WILLIAM DE OLIVEIRA SANTOS;2020-04-02;;;EM FUNCIONAMENTO NORMAL;2020-04-02
WILLIAM DE SOUSA DIAS;2012-08-29;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
WILLIAM DEZINHO LEAL;2020-07-03;;;EM FUNCIONAMENTO NORMAL;2020-07-03
WILLIAM DOS REIS DA ANUNCIACAO;2013-11-22;2015-12-07;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-08
WILLIAM FEIJÓ GONÇALVES;2010-03-09;2014-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2014-03-18
WILLIAM FERNANDO KELLERMANN SILVEIRA;2022-01-10;;;EM FUNCIONAMENTO NORMAL;2022-01-10
WILLIAM FRANCISCO MATA SOUZA;2021-07-30;;;EM FUNCIONAMENTO NORMAL;2021-07-30
WILLIAM GARMS ESTERQUE;2019-01-03;;;EM FUNCIONAMENTO NORMAL;2019-01-03
WILLIAM GONÇALVES DO ROSÁRIO;2021-08-13;;;EM FUNCIONAMENTO NORMAL;2021-08-13
WILLIAM GOUVEIA;2021-07-05;;;EM FUNCIONAMENTO NORMAL;2021-07-05
WILLIAM GUSTAVO DE OLIVEIRA;2021-02-05;;;EM FUNCIONAMENTO NORMAL;2021-02-05
WILLIAM HARANO TAMASHIRO;2021-02-02;;;EM FUNCIONAMENTO NORMAL;2021-02-02
WILLIAM HENRIQUE SCHUSTER;2011-10-04;2012-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2012-03-30
WILLIAM HIDEO KOJIMA;2021-08-23;;;EM FUNCIONAMENTO NORMAL;2021-08-23
WILLIAM ISIDORIO NOGUEIRA;2021-04-27;;;EM FUNCIONAMENTO NORMAL;2021-04-27
WILLIAM ISMAEL ROZENBAUM TROSMAN;2011-10-18;2012-05-16;CANCELAMENTO A PEDIDO;CANCELADA;2012-05-16
WILLIAM JORNADA DA SILVA;2021-01-29;;;EM FUNCIONAMENTO NORMAL;2021-01-29
WILLIAM KREUZBERG AMARANTE;2021-07-30;;;EM FUNCIONAMENTO NORMAL;2021-07-30
