CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
04.358.827/0001-22;WARRANT INDEX - AGENTES DE INVESTIMENTOS LTDA.;WARRANTY INDEX CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;2003-12-18;2005-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2005-09-28;SEDE;ALAMEDA MELBORNE, 344;;TAMBORE II;SANTANA DE PARNAÍBA;SP;6515065;11;32487148;ed.wilson@ficsa.com.br;
33.952.416/0001-69;WARU - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WARU - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2019-06-26;;;EM FUNCIONAMENTO NORMAL;2019-06-26;SEDE;AVENIDA DAS NAÇÕES UNIDAS 14401;T C2 S 211;VILA GERTRUDES;SÃO PAULO;SP;4794000;11;99598787;rafaelwerlang@outlook.com;
38.371.361/0001-17;WAVE CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WAVE CAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2020-09-14;;;EM FUNCIONAMENTO NORMAL;2020-09-14;SEDE;RUA FIDÊNCIO RAMOS 195 CJ 62 - ED ATRIUM V;;VILA OLÍMPIA;SÃO PAULO;SP;4551010;11;93220828;samadhi.roder@wavecap.com.br;
10.354.549/0001-38;WAY AGENTE AUTONOMO DE INVESTIMENTOS LTDA;WAY AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2008-11-04;;;EM FUNCIONAMENTO NORMAL;2008-11-04;SEDE;AVENIDA DAS AMÉRICAS 3500;BL5 /501;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;20182177;andre@wayinvestimentos.com.br;www.wayinvestimentos.com.br
07.810.123/0001-37;WB AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;WB AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2006-05-10;2015-11-25;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-25;SEDE;RUA AFFONSO HOMEM DE CARVALHO;3046/ap301;RECREIO DOS BANDEIRANTES ;RIO DE JANEIRO;RJ;22790683;21;32171907;mariano.fernandes@oi.com.br;
33.431.872/0001-63;WBBH AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;WBBH AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2019-05-15;2020-07-21;CANCELAMENTO A PEDIDO;CANCELADA;2020-07-22;SEDE;Rua São Paulo;2186/302;Lourdes;BELO HORIZONTE;MG;30170132;31;98822882;diegoacoliveira@hotmail.com;
27.843.758/0001-48;WD ADVISER AGENTE AUTONOMO DE INVESTIMENTO LTDA;WD ADVISER AGENTE AUTONOMO DE INVESTIMENTO LTDA;2017-06-23;;;EM FUNCIONAMENTO NORMAL;2017-06-23;SEDE;RUA BERNARDO GUIMARÃES 105;T CARE 406;JARDIM VERGUEIRO;SOROCABA;SP;18030050;15;41411095;wagner.drumond@wdadviser.com.br;www.wdadviser.com.br
09.548.011/0001-85;WDJP AGENTES AUTONOMOS DE INVESTIMENTO LTDA.;;2008-12-23;2014-06-04;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-04;SEDE;RUA LUIS CARDAMONE, 148;;IMIRIM;SÃO PAULO;SP;2468060;11;22563388;wnogueira@bancofator.com.br;
11.698.791/0001-91;WEBB AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2010-05-20;2012-08-28;EXTINÇÃO;CANCELADA;2012-08-28;SEDE;RUA ERNESTO PAIVA;46, CASA 14;TRISTEZA;PORTO ALEGRE;RS;91900200;51;99195319;bruno.ely@corval.com.br;
18.634.341/0001-84;WEBCO AGENTE AUTONOMO DE INVESTIMENTOS LTDA;WEBCO AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2013-08-16;2016-08-10;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-11;SEDE;AVENIDA NOVE DE JULHO;5593/APTO 132;JARDIM PAULISTA;SÃO PAULO;SP;1407200;11;31671509;mweber@webcoseguros.com.br;
39.331.349/0001-41;WEBINVEST AGENTE AUTONOMO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LTDA;;2020-10-19;;;EM FUNCIONAMENTO NORMAL;2020-10-19;SEDE;AVENIDA BELISÁRIO LEITE DE ANDRADE NETO;261/COB 301;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22621270;21;98855230;lucianochaves@webinvest.com.br;
05.796.010/0001-07;WEBSTOCKS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2003-09-11;2009-06-17;EXTINÇÃO;CANCELADA;2009-06-17;SEDE;PRACA RAMOS DE AZEVEDO , 206;23.A.CJ 2320 - SAL;CENTRO;SÃO PAULO;SP;1037010;11;33587700;suzana@7comm.com.br;
12.886.278/0001-97;WERT AGENTE AUTÔNOMO DE INVESTIMENTO LTDA;;2011-03-29;2013-08-27;CANCELAMENTO A PEDIDO;CANCELADA;2013-08-27;SEDE;AV. CESARIO ALVIM, 818;SALA 1214;CENTRO;UBERLÂNDIA;MG;38400098;034;32118584;fgcortes@uol.com.br;
19.053.272/0001-88;WERT AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;WERT AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2014-01-02;;;EM FUNCIONAMENTO NORMAL;2014-01-02;SEDE;RUA DELMIRO GOUVEIA 463;;COROA DO MEIO;ARACAJU;SE;49035810;79;32493950;socios@wertinvestimentos.com;
06.115.813/0001-03;WERT INVESTIMENTOS S/S LTDA;;2004-04-08;2006-04-06;CANCELAMENTO A PEDIDO;CANCELADA;2006-04-06;SEDE;Rua Cerqueira Cesar, 1557;;sumare;RIBEIRÃO PRETO;SP;14025120;16;39413935;gumattar@yahoo.com.br;
12.469.283/0001-02;WESLEY MARQUES DA SILVA AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;WESLEY MARQUES DA SILVA AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;2010-11-04;2015-10-20;EXTINÇÃO;CANCELADA;2015-10-20;SEDE;RUA ANTONIO SOARES, 241;LT 7 QD E;JARDIM SANTA MARIA;SÃO PAULO;SP;2353070;11;29913061;wesleymar@msn.com;
35.110.925/0001-70;WEST INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;WEST INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;2019-10-15;2021-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-12-31;SEDE;SCN QUADRA 1 1 SL 205/206 - 2ANDAR;;ASA NORTE;BRASÍLIA;DF;70711000;61;92520898;sergiodouglas@westinv.com.br;
34.375.079/0001-57;WEST INVESTIMENTOS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WEST INVESTIMENTOS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2019-08-14;;;EM FUNCIONAMENTO NORMAL;2019-08-14;SEDE;RUA JOAQUIM FLORIANO 466;SALA 2301;ITAIM BIBI;SÃO PAULO;SP;4534002;11;93230236;rm.borba@hotmail.com;
05.338.999/0001-05;WESTERN-3 AGENTE AUTÔNOMO DE INVESTIMENTO - EIRELI;;2002-11-07;2020-02-19;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-20;SEDE;RUA MANOEL ANTÔNIO PINTO;1200/APTO 162;PARAISÓPOLIS ;SÃO PAULO;SP;5663020;11;32586469;clybas.ferraz@me.com;
15.105.235/0001-15;WFLOW AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WFLOW AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2012-04-18;;;EM FUNCIONAMENTO NORMAL;2012-04-18;SEDE;RUA DOUTOR EDUARDO DE SOUZA ARANHA 387;CJ. 161;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543121;11;30441199;ricardo@wflowinvest.com;
35.702.843/0001-14;WG CAPITAL AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;WG CAPITAL AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;2019-12-09;;;EM FUNCIONAMENTO NORMAL;2019-12-09;SEDE;PRAÇA MARECHAL ALBERTO FERREIRA DE ABREU 1924;SALA 1801;CENTRO;CURITIBA;PR;80420080;41;98813848;guilherme@wgcapital.com.br;
10.503.545/0001-74;WG INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA.;;2009-02-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA ALAGOAS 630;00;CENTRO;MARECHAL CÂNDIDO RONDON;PR;85960000;45;32543348;marcio@wginvestimentos.com.br;
10.890.942/0001-46;WHATELY INVESTMENT AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2009-08-05;2013-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2013-03-18;SEDE;RUA HADDOCK LOBO,;1310 - CONJ. 61;CERQUEIRA CÉSAR;SÃO PAULO;SP;1414002;11;33650602;carolwcoutinho@gmail.com;
43.575.209/0001-96;WHITE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;WHITE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;2021-10-20;;;EM FUNCIONAMENTO NORMAL;2021-10-20;SEDE;RUA RECIFE 517;1º ANDAR - SALA 05;CENTRO;CASCAVEL;PR;85810030;;;contato@brunocervenka.com.br;
14.685.330/0001-72;WIB AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S;WIB AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S;2012-05-16;;;EM FUNCIONAMENTO NORMAL;2012-05-16;SEDE;RUA JARAGUA, 115;APTO 201;BELA VISTA;PORTO ALEGRE;RS;90450140;51;98315413;cassol8@yahoo.com.br;
31.331.353/0001-06;WIDE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;WIDE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2018-09-05;;;EM FUNCIONAMENTO NORMAL;2018-09-05;SEDE;RUA NASCIMENTO SILVA 448;;IPANEMA;RIO DE JANEIRO;RJ;22421026;21;22202705;paulo.goncalves@wideinvest.com.br;www.wideinvest.com.br
03.907.255/0001-20;WILLIAM`S ASSESSORIA DE INVESTIMENTOS S/C LTDA;;2004-08-20;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;praça dr. Nilo Peçanha  137;sala 303 - parte;Centro;MAGÉ;RJ;25900000;21;21088800;sheimberg@intrario.com.br;
07.668.250/0001-43;WIN AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2009-07-07;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AV RIO BRANCO 50;0/1902;CENTRO;RIO DE JANEIRO;RJ;20090002;21;22152194;ancord@ancord.org.br;importacao
08.221.570/0001-13;WINNER AGENTES AUTONOMOS DE INVESTIMENTOS LTDA.;;2006-11-14;2008-05-30;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2008-05-30;SEDE;CALÇADA DOSANTARES, 249 SL 23;CA II;ALPHAVILLE;SANTANA DE PARNAÍBA;SP;6541065;11;41537549;hirocon@hirocon.com.br;
10.521.827/0001-02;WINNER INVEST AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;WINNER INVEST AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2009-01-26;2018-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2018-07-01;SEDE;RUA FRANCISCO GLICÉRIO, Nº1423;SALA 01;CENTRO;SÃO JOSÉ DO RIO PARDO;SP;13720000;19;36813248;ferraiolo@uol.com.br;www.winnerinvest.com.br
31.581.627/0001-07;WINVESTING AGENTES AUTONOMOS DE INVESTIMENTO LTDA;WINVESTING AGENTES AUTONOMOS DE INVESTIMENTO LTDA;2018-10-08;2019-06-07;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-08;SEDE;Avenida Paulista;;Bela Vista;SÃO PAULO;SP;1311100;11;49597999;marcelosilvatov@gmail.com;www.winvesting.com.br
15.039.917/0001-77;WISDOM INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA;WISDOM INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS;2012-12-11;;;EM FUNCIONAMENTO NORMAL;2012-12-11;SEDE;RUA TABAPUÃ 145;2O. ANDAR;ITAIM BIBI;SÃO PAULO;SP;4533010;021;31886104;leda@matrixinvest.com.br;
17.263.248/0001-48;WISE AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S LTDA;WISE AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S LTDA;2013-01-22;;;EM FUNCIONAMENTO NORMAL;2013-01-22;SEDE;RUA CORONEL MARCOS ROVARIS 230;SALA 901/902/911;CENTRO;CRICIÚMA;SC;88801100;48;30469904;lucas.rocco@wiseaai.com.br;
06.001.518/0001-26;WISE INVEST AGENTE AUTONOMO DE INVESTIMENTOS EIRELI - ME;;2011-08-31;2014-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2014-03-31;SEDE;RUA JOAQUIM MÉIER;121/101;MÉIER;RIO DE JANEIRO;RJ;20725050;21;38220782;tiago.esteves@wiseinvest.com.br;www.wiseinvest.com.br
46.536.548/0001-51;WISSEN AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA.;WISSEN AGENTES AUTONOMOS DE INVESTIMENTOS;2022-05-27;;;EM FUNCIONAMENTO NORMAL;2022-05-27;SEDE;RUA 72 223;SALAS 503 A 506;JARDIM GOIÁS;GOIÂNIA;GO;74805480;21;96583666;luciano.estrela@wisseninvestimentos.com.br;
10.411.461/0001-00;WIT INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WIT INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2009-01-08;;;EM FUNCIONAMENTO NORMAL;2009-01-08;SEDE;AVENIDA WLADIMIR MEIRELLES FERREIRA 1660;21A 2101;JARDIM BOTÂNICO;RIBEIRÃO PRETO;SP;14021630;19;33689059;ivan.buono@witinvest.com.br;www.witinvest.com.br
43.474.049/0001-99;WL AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;WL AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2021-10-01;2021-10-04;CANCELAMENTO A PEDIDO;CANCELADA;2021-10-05;SEDE;AVENIDA PRESIDENTE VARGAS 1265 AVENIDA PRESIDENTE VARGAS 1265;401;JARDIM SÃO LUIZ;RIBEIRÃO PRETO;SP;14020273;;;leticiarossi.12@gmail.com;
10.770.400/0001-30;WL SOUZA - AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2009-06-24;2012-01-20;EXTINÇÃO;CANCELADA;2012-01-20;SEDE;RUA CASA DO ATOR, 803;APTO 24;VILA OLIMPIA;SÃO PAULO;SP;4546003;11;23459413;wilsom_luis@hotmail.com;
09.050.759/0001-53;WLC AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;WLC AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2007-10-10;2016-11-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-09;SEDE;RUA DIOGO FEIJÓ, 1957;ANDAR 2 SALA 2;ESTACAO;FRANCA;SP;14405212;16;37201631;tom@corretorawlc.com.br;
17.188.472/0001-12;WM AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;WM AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2012-12-11;;;EM FUNCIONAMENTO NORMAL;2012-12-11;SEDE;RUA DOM PAULO PEDROSA 1011;AP.92;REAL PARQUE;SÃO PAULO;SP;5687002;11;37587907;rogerioracy@terra.com.br;
44.032.287/0001-07;WM INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTO S/S;WM INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA.;2022-01-10;;;EM FUNCIONAMENTO NORMAL;2022-01-10;SEDE;ALAMEDA GABRIEL MONTEIRO DA SILVA;2906/;JARDIM AMÉRICA;SÃO PAULO;SP;1442002;11;40959313;jp.falcao@wminvestimentos.com;
39.734.701/0001-90;WMA CAPITAL INVEST - AGENTE AUTONOMO DE INVESTIMENTO LTDA;WMA CAPITAL INVEST - AGENTE AUTONOMO DE INVESTIMENTO LTDA;2021-01-28;;;EM FUNCIONAMENTO NORMAL;2021-01-28;SEDE;RUA GUERRA DE AGUIAR 120;SALA 03;JARDIM NOSSA SENHORA DO CARMO;SÃO PAULO;SP;8275260;;;wagnersoup@yahoo.com.br;
46.588.136/0001-65;WORTH CAPITAL AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;WORTH CAPITAL AGENTE AUTONOMO DE INVESTIMENTO S/S LTDA;2022-06-09;;;EM FUNCIONAMENTO NORMAL;2022-06-09;SEDE;RUA MORAIS DE BARROS 722;APT 71 SALA 1;CAMPO BELO;SÃO PAULO;SP;4614001;11;98142341;eduardoscbbarros@yahoo.com.br;
08.623.790/0001-73;WRA AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2007-03-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AV.LAVANDISCA, Nº 31 APTº  101;10º ANDAR;INDIANÓPOLIS;SÃO PAULO;SP;4515010;11;50517099;wagner.rubira@gmail.com;
05.938.849/0001-24;WRG AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;WRG AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;2003-12-12;2016-12-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-06;SEDE;RUA PROF. DJALMA BENTO;321/;JARDIM LUANDA;SÃO PAULO;SP;4678020;11;30741227;opc1contabil@gmail.com;
12.283.425/0001-34;WS INVESTMENT BROKERS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA. - ME;;2011-01-03;2017-07-27;CANCELAMENTO A PEDIDO;CANCELADA;2017-07-28;SEDE;RUA PE. ANCHIETA, 2.098;SALA 301;CENTRO;PELOTAS;RS;96015420;53;32275615;wsinvest@wsinvest.com.br;
30.496.457/0001-08;WTA WEALTH TO ALL CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;WTA WEALTH TO ALL CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2018-06-13;;;EM FUNCIONAMENTO NORMAL;2018-06-13;SEDE;RUA DOUTOR JOSÉ ÁUREO BUSTAMANTE 301;AP 192 T A;SANTO AMARO;SÃO PAULO;SP;4710090;11;82081886;guilherme.mica@convexinvestimentos.com.br;
10.484.750/0001-30;WX AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;;2009-05-05;2010-08-12;EXTINÇÃO;CANCELADA;2010-08-12;SEDE;ALAMEDA BUENOS AIRES, 372;SALA 401;NOSSA SENHORA DE LOURDES;SANTA MARIA;RS;97050545;55;91770882;enzofrazzon@yahoo.com.br;
45.034.069/0001-74;X10 INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;X10 INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;2022-03-18;;;EM FUNCIONAMENTO NORMAL;2022-03-18;SEDE;RUA BUARQUE DE MACEDO 2755;SALA 408 - TORRE 2;CENTRO;GARIBALDI;RS;95720000;54;35334745;diego@x10investimentos.com.br;
11.183.581/0001-60;X3 AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-11-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;R.TREZE DE MAIO, 314;SALA 11;CENTRO;JOAÇABA;SC;89600000;049;35274740;jdilda@gmail.com;www.x3i.com.br
09.434.656/0001-97;X5 INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;X5 INVEST AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;2008-07-02;2016-12-20;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-21;SEDE;R PRUDENTE DE MORAES 845;SALA 2;CENTRO;BOTUCATU;SP;18602060;14;38114444;opc1contabil@gmail.com;www.x5invest.com.br
35.588.785/0001-40;X8 AGENTE AUTONOMO DE INVESTIMENTO LTDA;X8 AGENTE AUTONOMO DE INVESTIMENTO LTDA;2019-12-04;;;EM FUNCIONAMENTO NORMAL;2019-12-04;SEDE;RUA RIO GRANDE DO NORTE 441;SL 502;FUNCIONÁRIOS;BELO HORIZONTE;MG;30130131;31;32740488;renan@x8i.com.br;www.x8i.com.br
18.996.762/0001-55;X8 INVEST ADVISORS AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;X8 INVEST ADVISORS AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2013-11-01;2019-07-26;CANCELAMENTO A PEDIDO;CANCELADA;2019-07-27;SEDE;RUA SERRA DO BOTUCATU;1100;VILA GOMES CARDIM;SÃO PAULO;SP;3317001;11;26664228;x8invest@x8invest.com.br;www.x8invest.com.br
05.735.866/0001-64;XAPARRAU AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2003-08-11;2012-08-16;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-08-16;SEDE;RUA GUIMARÃES NATAL;16 APTO 607;COPACABANA;RIO DE JANEIRO;RJ;22011090;21;96480711;pleal@plannercorretora.com.br;
17.809.382/0001-00;XCARE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;XCARE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTO LTDA;2013-05-03;2018-11-14;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-15;SEDE;RUA GERALDO CAPOVILLA;322;PARQUE TERRA NOVA;VALINHOS;SP;13270690;19;84164000;guilherme.fiorelli@xcare.com.br;
11.564.734/0001-10;XK BUSINESS AGENTES AUTONOMOS DE INVESTIMENTO LTDA;;2010-08-03;2012-04-26;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-04-26;SEDE;AV ALFREDO BALTHAZAR SILVEIRA;339 BC 1 APTO 1207;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;RJ;22790000;21;24646292;rbr-rui@oi.com.br;
31.904.318/0001-20;XPONENCIAL INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;XPONENCIAL INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2018-11-26;;;EM FUNCIONAMENTO NORMAL;2018-11-26;SEDE;RUA VISCONDE DO RIO BRANCO;1488/SALA 606 6ª ANDAR;CENTRO;CURITIBA;PR;80420210;11;25059293;assessoria@xponencial.com.br;
10.842.744/0001-07;XPREAD - AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2009-06-24;2012-07-12;CANCELAMENTO A PEDIDO;CANCELADA;2012-07-12;SEDE;RUA INGLATERRA , 237;;VILA ROMA;ITU;SP;13310490;11;95659515;lappedroso@hotmail.com;
10.803.605/0001-74;XTH AGENTE AUTONOMO DE INVESTIMENTOS LTDA EPP;;2009-10-07;2014-05-26;CANCELAMENTO A PEDIDO;CANCELADA;2014-05-26;SEDE;ALAMEDA DOS JURUPIS;800 - 77B;INDIANÓPOLIS;SÃO PAULO;SP;4088002;11;30035408;daniel@habeascontabil.com.br;www.xthi.com.br
28.572.842/0001-37;Y INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;Y INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS;2017-09-12;;;EM FUNCIONAMENTO NORMAL;2017-09-12;SEDE;AVENIDA SENADOR VERGUEIRO 2123;SALA 409;RUDGE RAMOS;SÃO BERNARDO DO CAMPO;SP;9605000;11;993554263;ronaldo.yumoto@yahoo.com.br;
09.061.670/0001-92;YAMADA AGENTE AUTONOMO DE INVESTIMENTO LTDA - ME;;2007-10-24;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;ALAMEDA DA JUSTIÇA,177;;JARDIM DO MAR;SÃO BERNARDO DO CAMPO;SP;9750380;11;43967158;adm@unibrasilempresarial.com.br;
42.361.041/0001-53;YBOTIRAMA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;YBOTIRAMA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2021-06-21;;;EM FUNCIONAMENTO NORMAL;2021-06-21;SEDE;RUA TABAPUÃ 422 CONJUNTO 42   EDIFÍCIO  RESEDA OFFICE;;ITAIM BIBI;SÃO PAULO;SP;4533001;11;99999999;jader@ybotirama.com;
12.871.375/0001-06;YHWBR AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2011-06-07;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA BANDEIRANTES, 257;CJ. 151, SL. 1;BOM RETIRO;SÃO PAULO;SP;1124010;11;983636867;yhwbr@hotmail.com;
08.651.139/0001-07;YIELD AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2007-05-15;2012-08-29;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2012-08-30;SEDE;RUA IAIÁ, 125;AP 133;ITAIM BIBI;SÃO PAULO;SP;4542060;21;78477386;ezduriez@hotmail.com;
08.427.497/0001-30;YOCHICO AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;YOCHICO AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELE;2007-01-09;2020-02-13;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-14;SEDE;ALAMEDA MESSINA;477/;JARDIM LEONOR MENDES DE BARROS;SÃO PAULO;SP;2347090;11;31656261;myochiko@gmail.com;
11.015.525/0001-17;YOUBID AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2009-09-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;TRAVESSA ANGRENSE Nº 14;APTO. 601;COPACABANA;RIO DE JANEIRO;RJ;22050020;21;81814084;mauriciogarciamg@hotmail.com;
13.036.061/0001-50;YOUNG MILLIONAIRES AGENTE AUTONOMO DE INVESTIMENTO LTDA;YOUNG MILLIONAIRES AGENTE AUTONOMO DE INVESTIMENTO LTDA;2011-08-10;2015-10-26;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-27;SEDE;RUA ALFREDO ANGELINE, 79 283647;;JORDANOPOLIS;SÃO BERNARDO DO CAMPO;SP;9894330;11;41782334;dieguitofernandes10@gmail.com;
29.902.959/0001-02;YOUP AGENTE AUTONOMO EM INVESTIMENTOS S/S LTDA;YOUP AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2018-10-01;2020-12-10;CANCELAMENTO A PEDIDO;CANCELADA;2020-12-11;SEDE;AVENIDA MADRE LEÔNIA MILITO;1377/SALA 1507;BELA SUIÇA;LONDRINA;PR;86050270;43;33519008;financeiro.youp@outlook.com;www.youpfinancialgroup.com.br
